DATE,rinvresid65Q4,rinvresid66Q1,rinvresid66Q2,rinvresid66Q3,rinvresid66Q4,rinvresid67Q1,rinvresid67Q2,rinvresid67Q3,rinvresid67Q4,rinvresid68Q1,rinvresid68Q2,rinvresid68Q3,rinvresid68Q4,rinvresid69Q1,rinvresid69Q2,rinvresid69Q3,rinvresid69Q4,rinvresid70Q1,rinvresid70Q2,rinvresid70Q3,rinvresid70Q4,rinvresid71Q1,rinvresid71Q2,rinvresid71Q3,rinvresid71Q4,rinvresid72Q1,rinvresid72Q2,rinvresid72Q3,rinvresid72Q4,rinvresid73Q1,rinvresid73Q2,rinvresid73Q3,rinvresid73Q4,rinvresid74Q1,rinvresid74Q2,rinvresid74Q3,rinvresid74Q4,rinvresid75Q1,rinvresid75Q2,rinvresid75Q3,rinvresid75Q4,rinvresid76Q1,rinvresid76Q2,rinvresid76Q3,rinvresid76Q4,rinvresid77Q1,rinvresid77Q2,rinvresid77Q3,rinvresid77Q4,rinvresid78Q1,rinvresid78Q2,rinvresid78Q3,rinvresid78Q4,rinvresid79Q1,rinvresid79Q2,rinvresid79Q3,rinvresid79Q4,rinvresid80Q1,rinvresid80Q2,rinvresid80Q3,rinvresid80Q4,rinvresid81Q1,rinvresid81Q2,rinvresid81Q3,rinvresid81Q4,rinvresid82Q1,rinvresid82Q2,rinvresid82Q3,rinvresid82Q4,rinvresid83Q1,rinvresid83Q2,rinvresid83Q3,rinvresid83Q4,rinvresid84Q1,rinvresid84Q2,rinvresid84Q3,rinvresid84Q4,rinvresid85Q1,rinvresid85Q2,rinvresid85Q3,rinvresid85Q4,rinvresid86Q1,rinvresid86Q2,rinvresid86Q3,rinvresid86Q4,rinvresid87Q1,rinvresid87Q2,rinvresid87Q3,rinvresid87Q4,rinvresid88Q1,rinvresid88Q2,rinvresid88Q3,rinvresid88Q4,rinvresid89Q1,rinvresid89Q2,rinvresid89Q3,rinvresid89Q4,rinvresid90Q1,rinvresid90Q2,rinvresid90Q3,rinvresid90Q4,rinvresid91Q1,rinvresid91Q2,rinvresid91Q3,rinvresid91Q4,rinvresid92Q1,rinvresid92Q2,rinvresid92Q3,rinvresid92Q4,rinvresid93Q1,rinvresid93Q2,rinvresid93Q3,rinvresid93Q4,rinvresid94Q1,rinvresid94Q2,rinvresid94Q3,rinvresid94Q4,rinvresid95Q1,rinvresid95Q2,rinvresid95Q3,rinvresid95Q4,rinvresid96Q1,rinvresid96Q2,rinvresid96Q3,rinvresid96Q4,rinvresid97Q1,rinvresid97Q2,rinvresid97Q3,rinvresid97Q4,rinvresid98Q1,rinvresid98Q2,rinvresid98Q3,rinvresid98Q4,rinvresid99Q1,rinvresid99Q2,rinvresid99Q3,rinvresid99Q4,rinvresid00Q1,rinvresid00Q2,rinvresid00Q3,rinvresid00Q4,rinvresid01Q1,rinvresid01Q2,rinvresid01Q3,rinvresid01Q4,rinvresid02Q1,rinvresid02Q2,rinvresid02Q3,rinvresid02Q4,rinvresid03Q1,rinvresid03Q2,rinvresid03Q3,rinvresid03Q4,rinvresid04Q1,rinvresid04Q2,rinvresid04Q3,rinvresid04Q4,rinvresid05Q1,rinvresid05Q2,rinvresid05Q3,rinvresid05Q4,rinvresid06Q1,rinvresid06Q2,rinvresid06Q3,rinvresid06Q4,rinvresid07Q1,rinvresid07Q2,rinvresid07Q3,rinvresid07Q4,rinvresid08Q1,rinvresid08Q2,rinvresid08Q3,rinvresid08Q4,rinvresid09Q1,rinvresid09Q2,rinvresid09Q3,rinvresid09Q4,rinvresid10Q1,rinvresid10Q2,rinvresid10Q3,rinvresid10Q4,rinvresid11Q1,rinvresid11Q2,rinvresid11Q3,rinvresid11Q4,rinvresid12Q1,rinvresid12Q2,rinvresid12Q3,rinvresid12Q4,rinvresid13Q1,rinvresid13Q2,rinvresid13Q3,rinvresid13Q4,rinvresid14Q1,rinvresid14Q2,rinvresid14Q3,rinvresid14Q4,rinvresid15Q1,rinvresid15Q2,rinvresid15Q3,rinvresid15Q4,rinvresid16Q1,rinvresid16Q2,rinvresid16Q3,rinvresid16Q4,rinvresid17Q1,rinvresid17Q2,rinvresid17Q3,rinvresid17Q4,rinvresid18Q1,rinvresid18Q2,rinvresid18Q3,rinvresid18Q4,rinvresid19Q1,rinvresid19Q2,rinvresid19Q3,rinvresid19Q4,rinvresid20Q1,rinvresid20Q2,rinvresid20Q3,rinvresid20Q4,rinvresid21Q1,rinvresid21Q2,rinvresid21Q3,rinvresid21Q4,rinvresid22Q1
2008:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,350.5,353.7,353.7,443.3,443.3,443.3,443.3,435.6,435.6,435.6,435.6,437.8,437.8,437.8,437.8,437.8,437.8,437.8,437.8,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,497.2,497.2,497.2,497.2,497.2,497.2,497.2,497.2,497.2,497.2,497.2,497.2,497.2,497.2,497.2
2008:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,330.7,331.6,415,415,415,415,394.7,394.7,394.7,394.7,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,443.6,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8
2009:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,294.2,367.9,367.9,367.9,367.9,352.7,352.7,352.7,352.7,354.9,354.9,354.9,354.9,355.3,355.3,355.3,355.3,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,405.3,405.3,405.3,405.3,405.3,405.3,405.3,405.3,405.3,405.3,405.3,405.3,405.3,405.3,405.3
2009:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,337.4,344.4,344.4,344.4,333.9,333.9,333.9,333.9,334.3,334.3,334.3,334.3,333.7,333.7,333.7,333.7,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,380.4,380.4,380.4,380.4,380.4,380.4,380.4,380.4,380.4,380.4,380.4,380.4,380.4,380.4,380.4
2009:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,362.9,359.6,359.6,342.4,342.4,342.4,342.4,348.2,348.2,348.2,348.2,347.2,347.2,347.2,347.2,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,395.4,398.1,398.1,398.1,398.1,398.1,398.1,398.1,398.1,398.1,398.1,398.1,398.1,398.1,398.1,398.1
2009:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.6,362.9,341.7,341.7,341.7,341.7,344.8,344.8,344.8,344.8,343,343,343,343,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,395.7,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2
2010:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,352.6,330.7,330.7,330.7,330.7,330.8,330.8,330.8,330.8,332.7,332.7,332.7,332.7,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,384.4,384.4,384.4,384.4,384.4,384.4,384.4,384.4,384.4,384.4,384.4,384.4,384.4,384.4,384.4
2010:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,351.6,350.1,350.1,350.1,348.2,348.2,348.2,348.2,350.5,350.5,350.5,350.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,403.5,404.4,404.4,404.4,404.4,404.4,404.4,404.4,404.4,404.4,404.4,404.4,404.4,404.4,404.4,404.4
2010:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,321.3,323.3,323.3,321.1,321.1,321.1,321.1,322.2,322.2,322.2,322.2,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.1,368.6,368.6,368.6,368.6,368.6,368.6,368.6,368.6,368.6,368.6,368.6,368.6,368.6,368.6,368.6
2010:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,326,325.9,323.1,323.1,323.1,323.1,323.3,323.3,323.3,323.3,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7
